Date,AAPL,IBM,MCD,KO,PEP,JNJ
2011-04-14,11.872143,157.715103,77.07,34.154999,66.699997,60.02
2011-04-15,11.695,158.900574,77.379997,34.005001,67.110001,60.560001
2011-04-18,11.851786,158.642441,77.0,33.654999,67.150002,60.459999
2011-04-19,12.066429,158.12619,76.599998,33.544998,66.809998,62.689999
2011-04-20,12.228929,157.504776,78.400002,33.924999,67.330002,64.389999
2011-04-21,12.525,160.879547,76.910004,33.939999,67.410004,64.07
2011-04-25,12.6075,160.296371,77.129997,33.869999,67.029999,64.110001
2011-04-26,12.515,161.080307,76.940002,33.465,67.709999,64.949997
2011-04-27,12.505357,162.877625,77.870003,33.5,67.93,65.57
2011-04-28,12.383929,163.269592,78.029999,33.705002,69.720001,65.379997
2011-04-29,12.504643,163.0784,78.309998,33.73,68.889999,65.720001
2011-05-02,12.367143,164.579346,78.639999,33.860001,69.309998,66.209999
2011-05-03,12.435714,165.267685,78.940002,33.939999,69.589996,66.260002
2011-05-04,12.484643,163.116638,79.07,33.73,69.830002,65.669998
2011-05-05,12.383929,161.05162,78.599998,33.349998,68.830002,65.010002
2011-05-06,12.380714,161.462708,78.699997,33.450001,69.269997,65.269997
2011-05-09,12.414286,161.663483,79.309998,33.474998,69.82,65.629997
2011-05-10,12.480357,162.887192,79.709999,33.669998,70.029999,65.760002
2011-05-11,12.401071,162.045883,79.510002,33.66,70.199997,66.57
2011-05-12,12.3775,164.66539,80.660004,34.154999,70.959999,67.190002
2011-05-13,12.160714,162.447418,80.739998,34.09,70.559998,66.620003
2011-05-16,11.903571,161.434036,81.139999,33.915001,70.720001,66.370003
2011-05-17,12.005,163.001907,80.93,33.994999,71.110001,66.400002
2011-05-18,12.138214,162.94455,81.5,34.150002,71.269997,66.5
2011-05-19,12.161786,163.087952,82.510002,34.23,71.779999,66.389999
2011-05-20,11.972143,162.676865,82.330002,34.150002,71.300003,65.690002
2011-05-23,11.942857,160.860428,82.5,33.744999,71.040001,65.559998
2011-05-24,11.863929,160.602295,82.639999,33.735001,70.980003,65.779999
2011-05-25,12.027857,160.372849,82.720001,33.455002,70.449997,66.290001
2011-05-26,11.964286,159.827911,82.43,33.349998,70.419998,65.510002
2011-05-27,12.050357,160.13385,81.620003,33.255001,70.400002,66.769997
2011-05-31,12.4225,161.500961,81.540001,33.404999,71.120003,67.290001
2011-06-01,12.339643,159.235184,80.980003,33.380001,70.290001,66.480003
2011-06-02,12.360714,158.785858,80.75,33.02,69.510002,66.480003
2011-06-03,12.265714,157.79158,80.540001,32.764999,68.970001,66.089996
2011-06-06,12.072857,157.504776,80.699997,32.709999,68.889999,66.050003
2011-06-07,11.858571,156.491394,81.139999,32.599998,68.93,65.5
2011-06-08,11.865714,157.112808,81.150002,32.700001,68.839996,66.139999
2011-06-09,11.838929,157.59082,81.260002,32.945,69.510002,66.779999
2011-06-10,11.639286,156.00383,80.360001,32.695,68.690002,66.089996
2011-06-13,11.664286,155.994263,80.730003,32.560001,69.059998,66.589996
2011-06-14,11.872857,156.902481,81.470001,32.805,69.57,67.099998
2011-06-15,11.669643,155.191208,81.239998,32.485001,68.480003,66.160004
2011-06-16,11.612857,155.516251,81.809998,32.744999,68.889999,66.32
2011-06-17,11.437857,157.20842,82.519997,32.810001,68.720001,66.290001
2011-06-20,11.261429,157.762909,82.690002,32.915001,68.980003,66.510002
2011-06-21,11.617857,158.910141,82.800003,33.130001,68.93,66.489998
2011-06-22,11.521786,158.393875,82.650002,33.200001,68.779999,66.07
2011-06-23,11.829643,158.814529,82.290001,32.490002,67.980003,65.669998
2011-06-24,11.655357,157.810699,81.839996,32.465,68.449997,65.059998
2011-06-27,11.858571,160.248566,82.32,32.605,69.050003,65.25
2011-06-28,11.973571,162.533463,84.349998,33.014999,69.620003,65.910004
2011-06-29,11.93,163.040146,84.57,33.355,69.959999,66.309998
2011-06-30,11.988214,164.005737,84.32,33.645,70.43,66.519997
2011-07-01,12.259286,166.864243,85.650002,34.044998,70.190002,67.300003
2011-07-05,12.479643,167.715103,85.639999,34.150002,69.769997,67.620003
2011-07-06,12.562857,169.894836,85.860001,34.264999,70.169998,67.550003
2011-07-07,12.757143,168.718933,86.059998,34.375,70.519997,67.919998
2011-07-08,12.846786,168.728485,85.599998,34.34,69.93,67.57
2011-07-11,12.642857,167.294449,85.349998,34.049999,69.300003,67.269997
2011-07-12,12.633929,166.395798,84.989998,33.924999,69.010002,67.029999
2011-07-13,12.786429,166.653915,84.959999,34.029999,68.889999,67.629997
