Date,AAPL,IBM,MCD
2011-08-22,0.001152,0.00914,0.006076
2011-08-23,0.048143,0.033589,0.020169
2011-08-24,0.006906,0.014849,0.006702
2011-08-25,-0.006539,-0.007076,-0.015755
2011-08-26,0.026383,0.0215,0.013753
2011-08-29,0.016659,0.020575,0.009563
2011-08-30,0.007814,0.010653,0.005122
2011-08-31,-0.00103,0.000731,0.00068
2011-09-01,-0.009875,-0.009191,-0.003761
2011-09-02,-0.018319,-0.019668,-0.01088
2011-09-06,0.015212,-0.011199,-0.003031
2011-09-07,0.011034,0.013324,0.005292
2011-09-08,-0.003152,-0.005078,-0.017555
2011-09-09,-0.017337,-0.02348,-0.040402
2011-09-12,0.006517,0.006507,0.013642
2011-09-13,0.012318,0.006218,-0.000812
2011-09-14,0.012168,0.023313,0.007315
2011-09-15,0.009402,0.017041,0.015216
2011-09-16,0.018596,0.008925,0.010553
2011-09-19,0.02779,0.000809,0.00589
2011-09-20,0.012311,-0.004461,-0.007076
2011-09-21,-0.003168,-0.00973,-0.020043
2011-09-22,-0.02504,-0.025431,-0.017482
2011-09-23,0.006172,0.00427,0.016048
2011-09-26,-0.002795,0.03053,0.022548
2011-09-27,-0.009698,0.018337,0.004477
2011-09-28,-0.005635,-0.0009,-0.019055
2011-09-29,-0.016221,0.009124,0.00852
2011-09-30,-0.023683,-0.024,-0.010813
2011-10-03,-0.017623,-0.009035,-0.020497
2011-10-04,-0.005606,0.008367,0.005348
2011-10-05,0.015436,0.012075,-0.007516
2011-10-06,-0.002327,0.027368,0.014913
2011-10-07,-0.02006,0.003853,0.001033
2011-10-10,0.051406,0.023192,0.015023
2011-10-11,0.029526,-0.008681,0.009377
2011-10-12,0.004747,0.006054,-0.010969
2011-10-13,0.015515,0.003761,0.010751
2011-10-14,0.033225,0.019859,0.007054
2011-10-17,0.019291,-0.010677,0.009054
2011-10-18,0.005357,-0.041213,0.011053
2011-10-19,-0.05594,-0.00844,-0.000223
2011-10-20,-0.008304,-0.000789,-0.006807
2011-10-21,-0.006172,0.024711,0.037187
2011-10-24,0.032835,0.003414,-0.003358
2011-10-25,-0.019716,-0.01037,-0.002608
2011-10-26,0.007115,0.008927,0.000109
2011-10-27,0.01021,0.021487,0.018849
2011-10-28,0.004895,0.003221,0.007066
2011-10-31,-0.00042,-0.015044,-0.004717
2011-11-01,0.000925,-0.000436,0.001015
2011-11-02,0.00227,0.014172,0.006746
2011-11-03,0.014242,0.018378,0.005079
2011-11-04,-0.007021,-0.004912,0.00871
2011-11-07,-0.001274,0.005043,0.008635
2011-11-08,0.016261,-0.000374,-0.000211
2011-11-09,-0.026955,-0.026756,-0.020613
2011-11-10,-0.02545,0.006091,0.006584
2011-11-11,-0.001558,0.02198,0.016084
2011-11-14,0.011837,0.014726,0.010222
2011-11-15,0.025233,0.007473,0.004359
2011-11-16,-0.010442,-0.011285,-0.013973
2011-11-17,-0.019128,-0.004769,-0.009232
2011-11-18,-0.006545,-0.002638,0.004876
2011-11-21,-0.015816,-0.020298,-0.00496
2011-11-22,0.020325,-0.000937,0.00401
2011-11-23,-0.025285,-0.018532,-0.008419
2011-11-25,-0.009319,-0.005001,0.002503
2011-11-28,0.034519,0.029086,0.018024
2011-11-29,-0.007764,-0.00697,-0.0032
2011-11-30,0.024116,0.039018,0.022041
2011-12-01,0.014992,0.007713,-0.000209
2011-12-02,0.004563,0.001108,0.002094
2011-12-05,0.008494,0.006222,-0.003657
2011-12-06,-0.005242,0.011004,0.006922
2011-12-07,-0.004758,0.005753,0.004583
2011-12-08,0.004035,-0.012729,0.004873
2011-12-09,0.007577,0.015555,0.011453
2011-12-12,-0.004522,-0.012233,0.00459
2011-12-13,-0.007733,-0.00536,-0.004874
2011-12-14,-0.02217,-0.012713,-0.00398
2011-12-15,-0.013739,-0.00971,-0.003508
